,Player,Team,Country,Assists p90,xA p90,Mins
2748,Nicolò Cavuoti,Cagliari,it ITA,0.0,0.0,0
2749,Isaias Del Pupo,Cagliari,it ITA,0.0,0.0,0
2750,Eugenio Fusco,Cagliari,it ITA,0.0,0.0,0
2751,David Soria,Getafe,es ESP,0.0,0.0,1170
2752,Nemanja Maksimović,Getafe,es ESP,0.08,0.02,1121
2753,Djené,Getafe,es ESP,0.0,0.01,1045
2754,Carles Aleñá,Getafe,es ESP,0.21,0.11,876
2755,Mathías Olivera,Getafe,es ESP,0.0,0.08,944
2756,Mauro Arambarri,Getafe,es ESP,0.0,0.02,825
2757,Damián Suárez,Getafe,es ESP,0.0,0.13,869
2758,Jorge Cuenca,Getafe,es ESP,0.0,0.0,820
2759,Enes Ünal,Getafe,es ESP,0.0,0.02,772
2760,Stefan Mitrović,Getafe,es ESP,0.0,0.0,653
2761,Sandro Ramírez,Getafe,es ESP,0.0,0.06,470
2762,Florentino Luís,Getafe,es ESP,0.0,0.02,527
2763,Iglesias,Getafe,es ESP,0.0,0.02,315
2764,Jaime Mata,Getafe,es ESP,0.0,0.01,415
2765,David Timor,Getafe,es ESP,0.0,0.0,341
2766,Darío Poveda,Getafe,es ESP,0.0,0.07,320
2767,Jakub Jankto,Getafe,es ESP,0.0,0.02,238
2768,Allan Nyom,Getafe,es ESP,0.0,0.05,236
2769,José Juan Macías,Getafe,es ESP,0.0,0.0,201
2770,Erick Cabaco,Getafe,es ESP,0.63,0.24,143
2771,Vitolo,Getafe,es ESP,0.0,0.06,207
2772,Emmanuel Amankwaa Akurugu,Getafe,es ESP,1.14,0.05,79
2773,Chema,Getafe,es ESP,0.0,0.03,45
2774,Jonathan Silva,Getafe,es ESP,0.0,0.06,143
2775,Marc Cucurella,Getafe,es ESP,0.0,0.23,23
2776,Hugo Duro,Getafe,es ESP,0.0,0.0,12
2777,Chinchu,Getafe,es ESP,0.0,0.0,0
2778,Diego Conde,Getafe,es ESP,0.0,0.0,0
2779,John Joe,Getafe,es ESP,0.0,0.0,0
2780,Diego López,Getafe,es ESP,0.0,0.0,0
2781,Ignasi Miquel,Getafe,es ESP,0.0,0.0,0
2782,Rubén Yáñez,Getafe,es ESP,0.0,0.0,0
2783,Matt Ritchie,Newcastle Utd,eng ENG,0.09,0.13,990
2784,Allan Saint-Maximin,Newcastle Utd,eng ENG,0.28,0.25,980
2785,Isaac Hayden,Newcastle Utd,eng ENG,0.0,0.01,831
2786,Ciaran Clark,Newcastle Utd,eng ENG,0.11,0.04,803
2787,Jamaal Lascelles,Newcastle Utd,eng ENG,0.0,0.0,720
2788,Sean Longstaff,Newcastle Utd,eng ENG,0.0,0.04,706
2789,Miguel Almirón,Newcastle Utd,eng ENG,0.0,0.05,697
2790,Karl Darlow,Newcastle Utd,eng ENG,0.0,0.0,630
2791,Joe Willock,Newcastle Utd,eng ENG,0.0,0.05,589
2792,Callum Wilson,Newcastle Utd,eng ENG,0.0,0.02,588
2793,Javier Manquillo,Newcastle Utd,eng ENG,0.31,0.03,585
2794,Joelinton,Newcastle Utd,eng ENG,0.17,0.07,517
2795,Federico Fernández,Newcastle Utd,eng ENG,0.0,0.07,437
2796,Jacob Murphy,Newcastle Utd,eng ENG,0.21,0.13,422
2797,Emil Krafth,Newcastle Utd,eng ENG,0.25,0.01,362
2798,Freddie Woodman,Newcastle Utd,eng ENG,0.0,0.0,360
2799,Ryan Fraser,Newcastle Utd,eng ENG,0.0,0.02,202
2800,Jonjo Shelvey,Newcastle Utd,eng ENG,0.0,0.07,192
2801,Fabian Schär,Newcastle Utd,eng ENG,0.0,0.0,180
2802,Jeff Hendrick,Newcastle Utd,eng ENG,0.0,0.0,61
2803,Dwight Gayle,Newcastle Utd,eng ENG,0.0,0.0,23
2804,Jamal Lewis,Newcastle Utd,eng ENG,0.0,0.0,7
2805,Elliot Anderson,Newcastle Utd,eng ENG,0.0,0.0,0
2806,Martin Dúbravka,Newcastle Utd,eng ENG,0.0,0.0,0
2807,Mark Gillespie,Newcastle Utd,eng ENG,0.0,0.0,0
2808,Joe White,Newcastle Utd,eng ENG,0.0,0.0,0
2809,Max Aarons,Norwich City,eng ENG,0.0,0.06,990
2810,Tim Krul,Norwich City,eng ENG,0.0,0.0,990
2811,Teemu Pukki,Norwich City,eng ENG,0.0,0.01,919
2812,Grant Hanley,Norwich City,eng ENG,0.0,0.02,897
2813,Kenny McLean,Norwich City,eng ENG,0.0,0.04,855
2814,Pierre Lees-Melou,Norwich City,eng ENG,0.0,0.1,736
2815,Ben Gibson,Norwich City,eng ENG,0.0,0.0,694
2816,Mathias Normann,Norwich City,eng ENG,0.16,0.05,579
2817,Milot Rashica,Norwich City,eng ENG,0.14,0.11,637
2818,Josh Sargent,Norwich City,eng ENG,0.0,0.07,526
2819,Ozan Kabak,Norwich City,eng ENG,0.0,0.0,518
2820,Brandon Williams,Norwich City,eng ENG,0.0,0.01,490
2821,Dimitris Giannoulis,Norwich City,eng ENG,0.0,0.03,382
2822,Billy Gilmour,Norwich City,eng ENG,0.0,0.06,348
2823,Todd Cantwell,Norwich City,eng ENG,0.0,0.06,315
2824,Andrew Omobamidele,Norwich City,eng ENG,0.0,0.0,292
2825,Lukas Rupp,Norwich City,eng ENG,0.0,0.03,251
2826,Kieran Dowell,Norwich City,eng ENG,0.0,0.15,207
2827,Christos Tzolis,Norwich City,eng ENG,0.0,0.2,133
2828,Adam Idah,Norwich City,eng ENG,0.0,0.38,57
2829,Bali Mumba,Norwich City,eng ENG,0.0,0.0,45
2830,Przemysław Płacheta,Norwich City,eng ENG,0.0,0.0,3
2831,Angus Gunn,Norwich City,eng ENG,0.0,0.0,0
2832,Jakob Sørensen,Norwich City,eng ENG,0.0,0.0,0
2833,Christoph Zimmermann,Norwich City,eng ENG,0.0,0.0,0
2834,Branimir Hrgota,Greuther Fürth,de GER,0.1,0.17,899
2835,Marco Meyerhöfer,Greuther Fürth,de GER,0.0,0.05,900
2836,Paul Seguin,Greuther Fürth,de GER,0.0,0.04,889
2837,Maximilian Bauer,Greuther Fürth,de GER,0.0,0.0,720
2838,Sebastian Griesbeck,Greuther Fürth,de GER,0.0,0.01,635
2839,Jetro Willems,Greuther Fürth,de GER,0.0,0.13,598
2840,Nick Viergever,Greuther Fürth,de GER,0.0,0.0,603
2841,Julian Green,Greuther Fürth,de GER,0.0,0.07,533
2842,Håvard Nielsen,Greuther Fürth,de GER,0.0,0.03,515
2843,Sascha Burchert,Greuther Fürth,de GER,0.0,0.02,540
2844,Cedric Itten,Greuther Fürth,de GER,0.0,0.02,528
2845,Hans Nunoo Sarpei,Greuther Fürth,de GER,0.0,0.0,463
2846,Marius Funk,Greuther Fürth,de GER,0.0,0.02,450
2847,Jeremy Dudziak,Greuther Fürth,de GER,0.0,0.18,440
2848,Jamie Leweling,Greuther Fürth,de GER,0.0,0.03,385
2849,Gian-Luca Itter,Greuther Fürth,de GER,0.0,0.14,282
2850,Justin Hoogma,Greuther Fürth,de GER,0.0,0.01,270
2851,Max Christiansen,Greuther Fürth,de GER,0.0,0.0,346
2852,Dickson Abiama,Greuther Fürth,de GER,0.28,0.22,324
2853,Timothy Tillman,Greuther Fürth,de GER,0.9,0.37,200
2854,Simon Asta,Greuther Fürth,de GER,0.0,0.02,90
2855,Gideon Jung,Greuther Fürth,de GER,0.0,0.0,90
2856,Nils Seufert,Greuther Fürth,de GER,0.0,0.0,57
2857,Abdourahmane Barry,Greuther Fürth,de GER,0.0,0.0,101
2858,Adrian Fein,Greuther Fürth,de GER,0.0,0.09,32
2859,Leon Schaffran,Greuther Fürth,de GER,0.0,0.0,0
